listing_name,category,subcategory,town_area,county,state,source_name,source_type,source_url,listing_url,website,phone,email,address,description,extraction_method,source_status,verification_note,date_checked
Taos Mountain Cabinets and Doors,Specialty Retail Shops,,Angel Fire,Colfax,NM,Angel Fire Chamber - Member Businesses,Chamber business directory,https://angelfirechamber.org/business/category/specialty-shops,https://angelfirechamber.org/business/taos-mountain-cabinets-and-doors/,https://angelfirechamber.org/business/taos-mountain-cabinets-and-doors/,,,,"We manufacture and install custom cabinets, closets, shelving, doors, etc. Cabinet and door repairs. 575-758-3302 www.taosmountaincabinets.com The Story of Taos Mountain Cabinets and Doors Tom Mastor, owner of Taos Mountain Cabinets and Doors, has been in the construction industry since 1972, when he started working with his father at age seventeen, swinging a hammer on job sites, and soaking up the Read more...",chamber GeoDirectory category card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Taty at the Bump,All tourism directory listings; Dining; Shopping,,Angel Fire,Colfax,NM,Visit Angel Fire - All Listings; Visit Angel Fire - Dining; Visit Angel Fire - Shopping,Official tourism directory,https://visitangelfirenm.com/all-listings/?_listing_directory_pagination=6; https://visitangelfirenm.com/dining/; https://visitangelfirenm.com/dining/?_listing_directory_pagination=1; https://visitangelfirenm.com/shopping/?_listing_directory_pagination=2,https://visitangelfirenm.com/listing/taty-at-the-bump/,,,,"3375 Mountain View Blvd,, Suite D, Angel Fire, NM 87710",,browser-rendered tourism directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Taty @ the Bump,Artists/Galleries/Studios; Coffee Shop/Bistro; Restaurants; Specialty Retail Shops,,Angel Fire,Colfax,NM,Angel Fire Chamber - Member Businesses,Chamber business directory,https://angelfirechamber.org/business/category/artists-galleries-studios/; https://angelfirechamber.org/business/category/coffee-shop-bistro/; https://angelfirechamber.org/business/category/restaurants/; https://angelfirechamber.org/business/category/specialty-shops,https://angelfirechamber.org/business/taty-the-bump/,https://angelfirechamber.org/business/taty-the-bump/,,,,"That’s a wrap on Winter! Thank you to all of our wonderful patrons and an extra special thanks to our Team for a great 2026 Winter season! We will be closed for off-season while we enjoy some Spring! Check on our FaceBook Page, https://www.facebook.com/taty.bistro for Summer Schedule and Menu updates! An Angel Fire Cafe Bistro serving breakfast and lunch all Read more...",chamber GeoDirectory category card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Thai Angel,All tourism directory listings,,Angel Fire,Colfax,NM,Visit Angel Fire - All Listings,Official tourism directory,https://visitangelfirenm.com/all-listings/?_listing_directory_pagination=6,https://visitangelfirenm.com/listing/thai-angel/,,,,"3367 Mountain View Blvd,, Angel Fire, NM 87710",,browser-rendered tourism directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
"Tolby Campground, Cimarron Valley",All tourism directory listings,,Angel Fire,Colfax,NM,Visit Angel Fire - All Listings,Official tourism directory,https://visitangelfirenm.com/all-listings/?_listing_directory_pagination=6,https://visitangelfirenm.com/listing/tolby-campground-cimarron-valley/,,,,"US-64, Cimarron, NM 87714",,browser-rendered tourism directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
The Trailhead,Ski & Snowboard Rentals; Specialty Retail Shops; Sports Equipment (Sales & Rentals),,Angel Fire,Colfax,NM,Angel Fire Chamber - Member Businesses,Chamber business directory,https://angelfirechamber.org/business/category/ski-snowboard-rentals/; https://angelfirechamber.org/business/category/specialty-shops; https://angelfirechamber.org/business/category/sports-equipment-rentals/,https://angelfirechamber.org/business/the-trailhead-ski-shop/,https://angelfirechamber.org/business/the-trailhead-ski-shop/,,,,"The Trailhead is an outdoor recreational outfitter serving the Sangre de Cristo Mountains and northern New Mexico as a rental and retail shop open year-round. Not only do we rent skis and snowboards, we have a retail clothing section and a gift shop. During the summer months we have Heybike Hero e-Bike Rentals Summer Apparel Camping & Hiking gear: Tents, Read more...",chamber GeoDirectory category card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Trailhead Ski Shop,All tourism directory listings; Shopping,,Angel Fire,Colfax,NM,Visit Angel Fire - All Listings; Visit Angel Fire - Shopping,Official tourism directory,https://visitangelfirenm.com/all-listings/?_listing_directory_pagination=6; https://visitangelfirenm.com/shopping/?_listing_directory_pagination=2,https://visitangelfirenm.com/listing/trailhead-ski-shop/,,,,"3420 Mountain View Blvd,, Angel Fire, NM,",,browser-rendered tourism directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Vacasa New Mexico LLC,All tourism directory listings,,Angel Fire,Colfax,NM,Visit Angel Fire - All Listings,Official tourism directory,https://visitangelfirenm.com/all-listings/?_listing_directory_pagination=6,https://visitangelfirenm.com/listing/vacasa-new-mexico-llc/,,,,,,browser-rendered tourism directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Vietnam Veterans Memorial,All tourism directory listings; Shopping,,Angel Fire,Colfax,NM,Visit Angel Fire - All Listings; Visit Angel Fire - Shopping,Official tourism directory,https://visitangelfirenm.com/all-listings/?_listing_directory_pagination=6; https://visitangelfirenm.com/shopping/?_listing_directory_pagination=2,https://visitangelfirenm.com/listing/the-vietnam-veterans-memorial/,,,,"34 Country Club Rd,, Angel Fire, NM 87710",,browser-rendered tourism directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
The Village Haus,All tourism directory listings; Dining; Restaurants,,Angel Fire,Colfax,NM,Angel Fire Chamber - Member Businesses; Visit Angel Fire - All Listings; Visit Angel Fire - Dining,Chamber business directory; Official tourism directory,https://angelfirechamber.org/business/category/dining/; https://angelfirechamber.org/business/category/restaurants/; https://visitangelfirenm.com/all-listings/?_listing_directory_pagination=7; https://visitangelfirenm.com/dining/?_listing_directory_pagination=2,https://angelfirechamber.org/business/the-village-haus/; https://visitangelfirenm.com/listing/village-haus/,https://angelfirechamber.org/business/the-village-haus/,,,"10 Miller Lane, Angel Fire, NM","Located on the Base Area deck next to the rental shops. Serving pizza, burgers, hot dogs, soups, salads and sandwiches; plus a full-service bar. Weekend apres entertainment. Ski Season Only Open Food: 8:00am to 4:00pm. Bar open 10:00am to 6:00pm daily, Extended hours for holidays, night skiing and peak times. Read more...",chamber GeoDirectory category card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Village Ski Shop,All tourism directory listings; Shopping,,Angel Fire,Colfax,NM,Visit Angel Fire - All Listings; Visit Angel Fire - Shopping,Official tourism directory,https://visitangelfirenm.com/all-listings/?_listing_directory_pagination=7; https://visitangelfirenm.com/shopping/?_listing_directory_pagination=2,https://visitangelfirenm.com/listing/village-ski-shop/,,,,"26 Aspen St,, Angel Fire, NM 87710",,browser-rendered tourism directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Village Ski Shop & Ski Rentals,Ski & Snowboard Rentals; Sports Equipment (Sales & Rentals),,Angel Fire,Colfax,NM,Angel Fire Chamber - Member Businesses,Chamber business directory,https://angelfirechamber.org/business/category/ski-snowboard-rentals/; https://angelfirechamber.org/business/category/sports-equipment-rentals/,https://angelfirechamber.org/business/village-ski-shop-ski-rentals/,https://angelfirechamber.org/business/village-ski-shop-ski-rentals/,,,,"We are THE premier skiing equipment rental store in Angel Fire. Our newer equipment insures safe, reliable, great-looking skis and snowboards. We also rent snowblades, snowshoes, and cross country equipment. We are located 1/2 block from the slopes. Free parking next to our shop with shuttle to the slopes. Free breakage insurance with every rental. Free equipment exchange. No cleaning Read more...",chamber GeoDirectory category card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
